548	924	2015-01-26T14:00:03Z
548	924	2015-01-26T14:01:25Z
548	924	2015-01-26T14:01:32Z
548	924	2015-01-26T14:01:39Z
548	924	2015-01-26T14:01:44Z
548	924	2015-01-26T14:01:51Z
548	924	2015-01-26T14:01:53Z
548	924	2015-01-26T14:01:55Z
548	924	2015-01-26T14:01:57Z
548	924	2015-01-26T14:01:59Z
548	924	2015-01-26T14:02:01Z
548	924	2015-01-26T14:02:02Z
548	924	2015-01-26T14:02:04Z
548	924	2015-01-26T14:02:05Z
548	924	2015-01-26T14:02:08Z
548	923	2015-01-26T14:02:12Z
548	924	2015-01-26T14:02:19Z
548	923	2015-01-26T14:02:26Z
548	923	2015-01-26T14:02:33Z
548	923	2015-01-26T14:02:40Z
548	923	2015-01-26T14:02:46Z
548	923	2015-01-26T14:02:53Z
548	923	2015-01-26T14:03:00Z
548	923	2015-01-26T14:03:02Z
548	923	2015-01-26T14:03:09Z
548	923	2015-01-26T14:03:13Z
548	923	2015-01-26T14:03:17Z
548	923	2015-01-26T14:03:22Z
548	923	2015-01-26T14:03:27Z
548	923	2015-01-26T14:03:32Z
548	923	2015-01-26T14:03:38Z
548	923	2015-01-26T14:03:44Z
548	923	2015-01-26T14:03:50Z
548	923	2015-01-26T14:03:57Z
548	923	2015-01-26T14:04:04Z
548	923	2015-01-26T14:04:11Z
548	923	2015-01-26T14:04:18Z
548	923	2015-01-26T14:04:25Z
548	923	2015-01-26T14:04:32Z
548	923	2015-01-26T14:04:39Z
548	923	2015-01-26T14:04:46Z
548	923	2015-01-26T14:04:53Z
536	974	2015-01-26T14:27:23Z
536	972	2015-01-26T14:27:24Z
536	974	2015-01-26T14:27:25Z
536	974	2015-01-26T14:27:27Z
536	974	2015-01-26T14:27:31Z
536	974	2015-01-26T14:27:34Z
536	974	2015-01-26T14:27:38Z
536	974	2015-01-26T14:27:45Z
536	974	2015-01-26T14:27:48Z
536	974	2015-01-26T14:27:55Z
536	974	2015-01-26T14:28:02Z
536	974	2015-01-26T14:28:07Z
536	974	2015-01-26T14:28:29Z
536	974	2015-01-26T14:28:30Z
536	974	2015-01-26T14:28:31Z
536	974	2015-01-26T14:28:32Z
536	974	2015-01-26T14:28:33Z
536	974	2015-01-26T14:28:34Z
534	974	2015-01-26T14:28:35Z
534	974	2015-01-26T14:28:37Z
534	972	2015-01-26T14:28:38Z
534	972	2015-01-26T14:28:39Z
534	972	2015-01-26T14:28:40Z
534	972	2015-01-26T14:28:41Z
534	972	2015-01-26T14:28:42Z
534	972	2015-01-26T14:28:43Z
534	972	2015-01-26T14:28:44Z
534	972	2015-01-26T14:28:45Z
534	972	2015-01-26T14:28:46Z
533	972	2015-01-26T14:28:47Z
533	972	2015-01-26T14:28:48Z
533	972	2015-01-26T14:28:49Z
533	972	2015-01-26T14:28:50Z
533	971	2015-01-26T14:28:51Z
533	971	2015-01-26T14:28:52Z
533	971	2015-01-26T14:28:53Z
533	971	2015-01-26T14:28:54Z
533	971	2015-01-26T14:28:55Z
533	971	2015-01-26T14:28:56Z
533	971	2015-01-26T14:28:57Z
533	971	2015-01-26T14:28:58Z
533	971	2015-01-26T14:28:59Z
533	971	2015-01-26T14:29:00Z
533	971	2015-01-26T14:29:01Z
533	971	2015-01-26T14:29:02Z
533	971	2015-01-26T14:29:03Z
533	971	2015-01-26T14:29:04Z
533	971	2015-01-26T14:29:05Z
533	971	2015-01-26T14:29:06Z
533	971	2015-01-26T14:29:07Z
531	971	2015-01-26T14:29:08Z
531	971	2015-01-26T14:29:10Z
531	971	2015-01-26T14:29:10Z
531	971	2015-01-26T14:29:11Z
531	971	2015-01-26T14:29:13Z
531	971	2015-01-26T14:29:15Z
531	971	2015-01-26T14:29:19Z
531	971	2015-01-26T14:29:24Z
531	971	2015-01-26T14:29:26Z
531	971	2015-01-26T14:29:32Z
531	971	2015-01-26T14:29:35Z
531	971	2015-01-26T14:29:37Z
531	971	2015-01-26T14:29:39Z
531	969	2015-01-26T14:29:41Z
531	969	2015-01-26T14:29:43Z
531	969	2015-01-26T14:29:46Z
531	969	2015-01-26T14:29:48Z
530	969	2015-01-26T14:29:50Z
530	969	2015-01-26T14:29:51Z
530	969	2015-01-26T14:29:52Z
530	969	2015-01-26T14:29:53Z
530	968	2015-01-26T14:29:54Z
530	968	2015-01-26T14:29:55Z
530	968	2015-01-26T14:29:56Z
530	968	2015-01-26T14:29:57Z
530	968	2015-01-26T14:29:59Z
530	968	2015-01-26T14:30:00Z
530	968	2015-01-26T14:30:01Z
530	968	2015-01-26T14:30:03Z
530	968	2015-01-26T14:30:03Z
530	968	2015-01-26T14:30:04Z
530	968	2015-01-26T14:30:06Z
530	968	2015-01-26T14:30:08Z
530	968	2015-01-26T14:30:09Z
530	968	2015-01-26T14:30:10Z
530	968	2015-01-26T14:30:11Z
530	968	2015-01-26T14:30:13Z
530	968	2015-01-26T14:30:16Z
529	968	2015-01-26T14:30:16Z
529	968	2015-01-26T14:30:18Z
529	968	2015-01-26T14:30:18Z
529	968	2015-01-26T14:30:20Z
529	968	2015-01-26T14:30:22Z
529	968	2015-01-26T14:30:24Z
529	968	2015-01-26T14:30:25Z
529	966	2015-01-26T14:30:27Z
529	966	2015-01-26T14:30:28Z
529	966	2015-01-26T14:30:30Z
529	966	2015-01-26T14:30:32Z
529	966	2015-01-26T14:30:33Z
527	966	2015-01-26T14:30:34Z
527	966	2015-01-26T14:30:36Z
527	966	2015-01-26T14:30:38Z
527	966	2015-01-26T14:30:40Z
527	966	2015-01-26T14:30:42Z
527	966	2015-01-26T14:30:45Z
527	966	2015-01-26T14:30:52Z
527	966	2015-01-26T14:30:59Z
527	966	2015-01-26T14:31:06Z
527	966	2015-01-26T14:31:16Z
527	966	2015-01-26T14:31:20Z
527	966	2015-01-26T14:31:29Z
527	966	2015-01-26T14:31:30Z
527	966	2015-01-26T14:32:17Z
527	966	2015-01-26T14:32:18Z
527	966	2015-01-26T14:32:20Z
527	965	2015-01-26T14:32:20Z
527	965	2015-01-26T14:32:22Z
527	965	2015-01-26T14:32:23Z
527	965	2015-01-26T14:32:25Z
527	965	2015-01-26T14:32:26Z
527	965	2015-01-26T14:32:26Z
527	965	2015-01-26T14:32:28Z
527	965	2015-01-26T14:32:28Z
527	965	2015-01-26T14:32:30Z
527	965	2015-01-26T14:32:31Z
527	965	2015-01-26T14:32:32Z
527	965	2015-01-26T14:32:33Z
527	965	2015-01-26T14:32:33Z
