37.54904166666667	126.924165	2015-01-26T14:00:03Z
37.54904166666667	126.924165	2015-01-26T14:01:25Z
37.549005	126.924225	2015-01-26T14:01:32Z
37.549	126.9242	2015-01-26T14:01:39Z
37.54897166666667	126.92409666666667	2015-01-26T14:01:44Z
37.548965	126.92399666666667	2015-01-26T14:01:51Z
37.54895	126.92388666666666	2015-01-26T14:01:53Z
37.54896	126.92378666666667	2015-01-26T14:01:55Z
37.549045	126.92374	2015-01-26T14:01:57Z
37.54923	126.923765	2015-01-26T14:01:59Z
37.549205	126.923855	2015-01-26T14:02:01Z
37.549145	126.92378	2015-01-26T14:02:02Z
37.549255	126.923805	2015-01-26T14:02:04Z
37.549325	126.92372166666667	2015-01-26T14:02:05Z
37.54917	126.92357	2015-01-26T14:02:08Z
37.54920666666666	126.92348666666666	2015-01-26T14:02:12Z
37.549191666666665	126.923515	2015-01-26T14:02:19Z
37.54917	126.92348	2015-01-26T14:02:26Z
37.549175	126.9234	2015-01-26T14:02:33Z
37.549191666666665	126.92331	2015-01-26T14:02:40Z
37.549175	126.923215	2015-01-26T14:02:46Z
37.549105	126.92317	2015-01-26T14:02:53Z
37.549080000000004	126.92315	2015-01-26T14:03:00Z
37.549080000000004	126.923145	2015-01-26T14:03:02Z
37.549	126.923125	2015-01-26T14:03:09Z
37.548915	126.923085	2015-01-26T14:03:13Z
37.54882666666666	126.92307	2015-01-26T14:03:17Z
37.548741666666665	126.92308	2015-01-26T14:03:22Z
37.54867	126.92311	2015-01-26T14:03:27Z
37.548595	126.92314	2015-01-26T14:03:32Z
37.54851333333333	126.92316	2015-01-26T14:03:38Z
37.548445	126.92319666666667	2015-01-26T14:03:44Z
37.548363333333334	126.923175	2015-01-26T14:03:50Z
37.548305	126.92314	2015-01-26T14:03:57Z
37.54824	126.92313	2015-01-26T14:04:04Z
37.548165	126.9231	2015-01-26T14:04:11Z
37.5481	126.923065	2015-01-26T14:04:18Z
37.54801666666667	126.92306	2015-01-26T14:04:25Z
37.547945	126.92308166666666	2015-01-26T14:04:32Z
37.547905	126.92314	2015-01-26T14:04:39Z
37.547855	126.92315166666667	2015-01-26T14:04:46Z
37.547885	126.92315666666667	2015-01-26T14:04:53Z
37.536255	126.97356	2015-01-26T14:27:23Z
37.536125	126.97349	2015-01-26T14:27:24Z
37.53606	126.97358	2015-01-26T14:27:25Z
37.5361	126.97367	2015-01-26T14:27:27Z
37.536005	126.97374	2015-01-26T14:27:31Z
37.53602	126.97385	2015-01-26T14:27:34Z
37.536	126.97395833333333	2015-01-26T14:27:38Z
37.53599	126.974025	2015-01-26T14:27:45Z
37.536	126.974125	2015-01-26T14:27:48Z
37.53597	126.974165	2015-01-26T14:27:55Z
37.53598	126.974175	2015-01-26T14:28:02Z
37.535985	126.97418	2015-01-26T14:28:07Z
37.5359	126.97409166666667	2015-01-26T14:28:29Z
37.535835	126.97404	2015-01-26T14:28:30Z
37.535735	126.97397666666667	2015-01-26T14:28:31Z
37.53567	126.97392	2015-01-26T14:28:32Z
37.5356	126.973835	2015-01-26T14:28:33Z
37.535505	126.97376	2015-01-26T14:28:34Z
37.535445	126.97368666666667	2015-01-26T14:28:35Z
37.53531	126.97357666666667	2015-01-26T14:28:37Z
37.53519	126.97349	2015-01-26T14:28:38Z
37.53509	126.97342	2015-01-26T14:28:39Z
37.53499166666667	126.973345	2015-01-26T14:28:40Z
37.534909999999996	126.973275	2015-01-26T14:28:41Z
